date,Month,Day,Day-of-Year,meantemp,humidity,wind_speed,meanpressure,sinDOY,cosDOY
2017,1,29,29,15.66666667,81.77777778,10.29444444,1017.388889,0.47873347,0.877960287
2017,1,30,30,16.44444444,77.55555556,4.322222222,1015.833333,0.493775171,0.869589605
2017,1,31,31,16.125,76,4.625,1015.5,0.508670556,0.860961245
2017,2,1,32,15.25,78.625,5.1,1017.5,0.523415211,0.852077765
2017,2,2,33,17.09090909,66.54545455,3.027272727,1018.909091,0.538004767,0.842941796
2017,2,3,34,15.63636364,78.18181818,1.854545455,1017.727273,0.552434901,0.833556045
2017,2,4,35,18.7,77.6,9.82,1014.4,0.566701337,0.823923294
2017,2,5,36,18.63157895,77.63157895,8.1,1014.210526,0.580799847,0.814046398
2017,2,6,37,16.88888889,69.66666667,9.044444444,1016,0.594726254,0.803928282
2017,2,7,38,15.125,63.75,7.6375,1016.125,0.608476432,0.793571945
2017,2,8,39,15.7,68.4,4.08,1015.6,0.622046304,0.782980456
2017,2,9,40,15.375,68.375,7.875,1016.375,0.635431852,0.772156954
2017,2,10,41,14.66666667,71.77777778,9.066666667,1015.666667,0.648629107,0.761104645
2017,2,11,42,15.625,64,3.95,1016.625,0.66163416,0.749826805
2017,2,12,43,16.25,70.375,1.625,1019.625,0.674443157,0.738326776
2017,2,13,44,16.33333333,67,6.377777778,1021.555556,0.687052302,0.726607964
2017,2,14,45,16.875,65.5,6.9625,1021.375,0.699457859,0.714673844
2017,2,15,46,17.57142857,67.71428571,5.557142857,1020.571429,0.711656152,0.70252795
2017,2,16,47,20.25,56.75,10.4375,1017.625,0.723643567,0.690173883
2017,2,17,48,21.3,64.4,9.28,1016.5,0.73541655,0.677615302
2017,2,18,49,21.125,70.75,6.25,1016.25,0.746971614,0.66485593
2017,2,19,50,22.36363636,66.09090909,6.054545455,1013,0.758305335,0.651899547
2017,2,20,51,23.375,60.125,6.9375,1005.375,0.769414353,0.638749993
2017,2,21,52,21.83333333,69.41666667,12.34166667,1007.416667,0.780295378,0.625411163
2017,2,22,53,19.125,57.125,7.4125,1012.25,0.790945185,0.611887011
2017,2,23,54,18.625,42.875,14.35,1015.25,0.801360618,0.598181544
2017,2,24,55,19.125,40.375,16.6625,1016.125,0.811538592,0.584298823
2017,2,25,56,19,50.42857143,11.92857143,1014.285714,0.821476089,0.570242962
2017,2,26,57,18.75,59,11.1125,1012.375,0.831170166,0.556018126
2017,2,27,58,19.875,58.375,5.1,1014.25,0.840617949,0.54162853
2017,2,28,59,23.33333333,51.66666667,3.911111111,1013.111111,0.849816639,0.527078438
2017,3,1,60,24.46153846,47.92307692,6.415384615,1012.923077,0.858763511,0.512372161
2017,3,2,61,23.75,54.25,5.93,1012.15,0.867455913,0.497514058
2017,3,3,62,20.5,42.5,7.4125,1010.625,0.87589127,0.482508531
2017,3,4,63,19.125,43.125,8.35,1010,0.884067082,0.467360027
2017,3,5,64,19.75,41.25,9.9625,1010.5,0.891980926,0.452073034
2017,3,6,65,20,42.44444444,9.666666667,1010.333333,0.899630457,0.436652082
2017,3,7,66,22.625,41.5,6.025,1007.375,0.907013409,0.421101741
2017,3,8,67,21.54545455,52.72727273,10.26363636,1008.909091,0.914127593,0.405426619
2017,3,9,68,20.78571429,69.07142857,8.342857143,1007.357143,0.920970902,0.38963136
2017,3,10,69,19.9375,67.75,11.4625,1006.875,0.927541309,0.373720645
2017,3,11,70,18.53333333,60.4,5.566666667,1009.8,0.933836865,0.357699189
2017,3,12,71,17.375,56.625,7.6375,1014.75,0.939855705,0.341571739
2017,3,13,72,17.44444444,49.33333333,9.055555556,1014.888889,0.945596047,0.325343075
2017,3,14,73,18,56.33333333,4.522222222,1016.555556,0.951056188,0.309018004
2017,3,15,74,19.875,54.75,7.175,1014.125,0.956234512,0.292601365
2017,3,16,75,24,49.2,5.56,1011.1,0.961129483,0.276098021
2017,3,17,76,20.9,59.7,11.49,1010.7,0.965739651,0.259512864
2017,3,18,77,24.69230769,46.30769231,7.123076923,1009.846154,0.97006365,0.242850808
2017,3,19,78,24.66666667,52.27777778,9.161111111,1011.888889,0.974100199,0.22611679
2017,3,20,79,23.33333333,54.66666667,10.07777778,1012.555556,0.977848101,0.209315769
2017,3,21,80,25,49,9.2625,1011.75,0.981306246,0.192452723
2017,3,22,81,27.25,45,10.1875,1009.75,0.98447361,0.17553265
2017,3,23,82,28,49.75,3.4875,1008.875,0.987349253,0.158560562
2017,3,24,83,28.91666667,37.66666667,10.03333333,1010.583333,0.989932324,0.14154149
2017,3,25,84,26.5,39.375,10.425,1009.875,0.992222057,0.124480476
2017,3,26,85,29.1,37.1,17.59,1010.2,0.994217774,0.107382575
2017,3,27,86,29.5,38.625,13.65,1009.5,0.995918883,0.090252855
2017,3,28,87,29.88888889,40.66666667,8.844444444,1009,0.997324881,0.073096392
2017,3,29,88,31,34.5,13.2,1007.125,0.99843535,0.055918268
2017,3,30,89,29.28571429,36.85714286,10.58571429,1007.142857,0.999249961,0.038723574
2017,3,31,90,30.625,37.625,6.95,1007.5,0.999768474,0.021517406
2017,4,1,91,31.375,35.125,9.0375,1005,0.999990734,0.004304861
2017,4,2,92,29.75,33.75,9.2625,1004.25,0.999916676,-0.012908958
2017,4,3,93,30.5,29.75,6.9375,1004.25,0.999546321,-0.030118953
2017,4,4,94,30.93333333,31.86666667,14.32,1007.2,0.99887978,-0.047320023
2017,4,5,95,29.23076923,46,14.38461538,1005,0.99791725,-0.064507071
2017,4,6,96,31.22222222,26,13.57777778,1002.888889,0.996659016,-0.081675004
2017,4,7,97,27,29.875,4.65,1007.375,0.99510545,-0.098818735
2017,4,8,98,25.625,29.375,8.3375,1010.375,0.993257014,-0.115933184
2017,4,9,99,27.125,21.125,14.125,1010.625,0.991114255,-0.13301328
2017,4,10,100,27.85714286,19.42857143,19.31428571,1008.571429,0.988677808,-0.150053961
2017,4,11,101,29.25,17.75,15.5125,1006.25,0.985948395,-0.167050178
2017,4,12,102,29.25,26,9.4875,1005.875,0.982926825,-0.183996894
2017,4,13,103,29.66666667,29.11111111,4.944444444,1006.777778,0.979613993,-0.200889088
2017,4,14,104,30.5,37.625,1.3875,1004.625,0.97601088,-0.217721754
2017,4,15,105,31.22222222,30.44444444,5.966666667,1002.444444,0.972118555,-0.234489905
2017,4,16,106,31,34.25,2.1,1003.25,0.96793817,-0.251188572
2017,4,17,107,32.55555556,38.44444444,5.366666667,1004.444444,0.963470965,-0.267812806
2017,4,18,108,34,27.33333333,7.811111111,1003.111111,0.958718264,-0.284357682
2017,4,19,109,33.5,24.125,9.025,1000.875,0.953681473,-0.300818296
2017,4,20,110,34.5,27.5,5.5625,998.625,0.948362087,-0.317189772
2017,4,21,111,34.25,39.375,6.9625,999.875,0.942761682,-0.333467257
2017,4,22,112,32.9,40.9,8.89,1001.6,0.936881916,-0.34964593
2017,4,23,113,32.875,27.5,9.9625,1002.125,0.930724532,-0.365720994
2017,4,24,114,32,27.14285714,12.15714286,1004.142857,0.924291355,-0.381687688
