year,month,day,DOY,meantemp,humidity,wind_speed,meanpressure,sinDoy,cosDoy
2013,5,4,124,32.85714286,31.42857143,2.914285714,999,0.845249057,-0.534372558
2013,5,5,125,32.625,31.125,3.0125,1000.625,0.835925479,-0.548842958
2013,5,6,126,32.75,39.25,3.7,1001.625,0.826354199,-0.563150724
2013,5,7,127,32.875,33.25,7.175,1002,0.816538051,-0.577291617
2013,5,8,128,34.5,23,9.25,1001.166667,0.806479946,-0.591261445
2013,5,9,129,34.28571429,26,8.985714286,1000.857143,0.796182864,-0.60505607
2013,5,10,130,34,27.71428571,9.528571429,1000.142857,0.785649855,-0.618671403
2013,5,11,131,30.75,30.375,14.8125,999.875,0.774884041,-0.632103411
2013,5,12,132,29.85714286,40.14285714,5.828571429,1003.714286,0.763888613,-0.645348113
2013,5,13,133,31.71428571,34,3.971428571,1003.571429,0.752666828,-0.658401585
2013,5,14,134,32.28571429,34.28571429,4.771428571,1001.571429,0.741222011,-0.671259958
2013,5,15,135,33,33,3.2375,999.8571429,0.729557554,-0.683919422
2013,5,16,136,33,34.75,7.175,998.5,0.717676914,-0.696376226
2013,5,17,137,32.83333333,28.16666667,9.866666667,1000.333333,0.70558361,-0.708626678
2013,5,18,138,31.4,42.2,12.96666667,999,0.693281227,-0.72066715
2013,5,19,139,35.33333333,22.33333333,15.75,999.6666667,0.68077341,-0.732494072
2013,5,20,140,36.4,24.2,7.4,998.4,0.668063864,-0.74410394
2013,5,21,141,36,19,11.37142857,998.6666667,0.655156357,-0.755493314
2013,5,22,142,36.75,22.125,17.5875,998.625,0.642054713,-0.766658819
2013,5,23,143,37.5,23.33333333,13.56666667,997.1666667,0.628762815,-0.777597147
2013,5,24,144,38.42857143,27.42857143,11.38571429,996.4285714,0.6152846,-0.788305056
2013,5,25,145,38.71428571,22.42857143,10.31428571,998.1428571,0.601624063,-0.798779373
2013,5,26,146,37.8,21.2,10.74,998.2,0.587785252,-0.809016994
2013,5,27,147,35.85714286,31.57142857,8.728571429,999.1428571,0.573772268,-0.819014887
2013,5,28,148,35.33333333,29,8.333333333,1000.166667,0.559589262,-0.828770087
2013,5,29,149,34.14285714,27.85714286,5.557142857,999.4285714,0.545240439,-0.838279705
2013,5,30,150,32.2,28.2,5.56,999.6,0.530730048,-0.847540923
2013,5,31,151,33.625,40.125,10.6375,998.7142857,0.516062391,-0.856550996
2013,6,1,152,32,54,13.4375,998.75,0.501241814,-0.865307254
2013,6,2,153,32.4,56.6,14.2,1001,0.486272707,-0.873807104
2013,6,3,154,35.6,47,12.24,999.6,0.471159508,-0.882048025
2013,6,4,155,35.85714286,42.57142857,5.028571429,999.8571429,0.455906694,-0.890027576
2013,6,5,156,37.16666667,36.5,9.866666667,998,0.440518784,-0.897743394
2013,6,6,157,31.28571429,61.71428571,10.04285714,997.2857143,0.42500034,-0.90519319
2013,6,7,158,34,49.25,7.4125,998,0.409355959,-0.912374758
2013,6,8,159,34.2,57.4,13.34,997,0.393590277,-0.91928597
2013,6,9,160,36.16666667,40,11.41666667,995.1666667,0.377707965,-0.925924777
2013,6,10,161,36.625,42.75,8.1,995.125,0.361713731,-0.932289213
2013,6,11,162,30.16666667,61.66666667,16.35,1000,0.345612313,-0.938377392
2013,6,12,163,34.14285714,54.14285714,7.414285714,998,0.329408482,-0.944187509
2013,6,13,164,29.83333333,68.66666667,9.866666667,998.6666667,0.313107041,-0.949717843
2013,6,14,165,30.14285714,68.14285714,7.942857143,997.4285714,0.296712819,-0.954966755
2013,6,15,166,30.71428571,65,13.22857143,997.8571429,0.280230675,-0.95993269
2013,6,16,167,27,88.85714286,8.485714286,996.4285714,0.263665493,-0.964614176
2013,6,17,168,26.875,87.375,8.3375,994.75,0.247022181,-0.969009826
2013,6,18,169,28.4,83.6,5.18,996.4,0.23030567,-0.973118337
2013,6,19,170,29.85714286,72.85714286,4.228571429,999,0.213520916,-0.976938493
2013,6,20,171,33,52.71428571,4.771428571,997.1666667,0.19667289,-0.98046916
2013,6,21,172,34.83333333,47.33333333,5.866666667,995.3333333,0.179766586,-0.983709294
2013,6,22,173,35.6,39.4,10.74,996.2,0.162807013,-0.986657933
2013,6,23,174,35.16666667,53,8.35,995.6666667,0.145799197,-0.989314204
2013,6,24,175,33.14285714,55,13.22857143,996.2857143,0.128748178,-0.99167732
2013,6,25,176,30.57142857,70.42857143,11.11428571,999.1666667,0.111659007,-0.99374658
2013,6,26,177,30.66666667,71.5,6.483333333,999,0.09453675,-0.995521372
2013,6,27,178,31.42857143,61.85714286,7.957142857,996.7142857,0.077386479,-0.99700117
2013,6,28,179,31.5,64.25,8.8125,996,0.060213277,-0.998185534
2013,6,29,180,33.25,57,13.875,995.25,0.043022233,-0.999074115
2013,6,30,181,32.83333333,52.16666667,10.5,997.1666667,0.02581844,-0.999666649
2013,7,1,182,33.85714286,54,8.728571429,996.4285714,0.008606997,-0.999962959
2013,7,2,183,33.14285714,58.28571429,9.8,996,-0.008606997,-0.999962959
2013,7,3,184,31.57142857,70,6.357142857,997.5714286,-0.02581844,-0.999666649
2013,7,4,185,32.375,67.5,9.25,997,-0.043022233,-0.999074115
2013,7,5,186,32.8,62.2,12.96,997.8,-0.060213277,-0.998185534
2013,7,6,187,31,73.14285714,11.37142857,1000.571429,-0.077386479,-0.99700117
2013,7,7,188,31.16666667,77.33333333,7.1,1000.166667,-0.09453675,-0.995521372
2013,7,8,189,29.83333333,75.16666667,6.483333333,997.5,-0.111659007,-0.99374658
2013,7,9,190,29,78.83333333,8.016666667,996.8333333,-0.128748177,-0.99167732
2013,7,10,191,29.75,75.375,6.4875,995.75,-0.145799197,-0.989314204
2013,7,11,192,32.5,65.5,7.116666667,997.3333333,-0.162807013,-0.986657933
2013,7,12,193,28.875,86.625,5.5625,1000,-0.179766586,-0.983709294
2013,7,13,194,31.75,70.25,12.0625,998.875,-0.19667289,-0.98046916
2013,7,14,195,30.75,71.625,4.8125,997.375,-0.213520915,-0.976938493
2013,7,15,196,31.75,73.25,13.5375,998.375,-0.23030567,-0.973118337
2013,7,16,197,29.875,83.875,9,999,-0.24702218,-0.969009826
2013,7,17,198,31.125,78.375,8.65,998,-0.263665493,-0.964614176
2013,7,18,199,31.75,76,5.55,995,-0.280230675,-0.95993269
2013,7,19,200,30.5,73.5,9.266666667,995.3333333,-0.296712819,-0.954966755
2013,7,20,201,26.83333333,90.66666667,4.933333333,999.1666667,-0.313107041,-0.949717843
2013,7,21,202,28.2,88,2.24,996.4,-0.329408482,-0.944187509
2013,7,22,203,29.5,80.33333333,4.333333333,996.8333333,-0.345612313,-0.938377392
2013,7,23,204,31.85714286,70.71428571,3.971428571,998,-0.361713731,-0.932289213
2013,7,24,205,29.71428571,84.14285714,3.971428571,997.1428571,-0.377707965,-0.925924777
2013,7,25,206,28.33333333,84.5,8.016666667,995.1666667,-0.393590277,-0.91928597
2013,7,26,207,30,73.85714286,5.571428571,995.4285714,-0.409355959,-0.912374758
2013,7,27,208,30.14285714,79,4.228571429,997.2857143,-0.42500034,-0.90519319
2013,7,28,209,32.28571429,67.42857143,6.085714286,998.1428571,-0.440518784,-0.897743394
2013,7,29,210,31,77.42857143,4.771428571,997.1428571,-0.455906693,-0.890027576
2013,7,30,211,30.5,75.66666667,8.016666667,996.5,-0.471159508,-0.882048025
2013,7,31,212,28.83333333,78.5,9.866666667,996.6666667,-0.486272707,-0.873807104
2013,8,1,213,30,73.5,5.55,998,-0.501241813,-0.865307254
2013,8,2,214,31.57142857,66.42857143,11.11428571,999.4285714,-0.516062391,-0.856550996
2013,8,3,215,32.5,62.33333333,10.81666667,1000.833333,-0.530730048,-0.847540923
2013,8,4,216,32.5,62.5,5.1,993.25,-0.545240438,-0.838279705
2013,8,5,217,29.5,77,6.783333333,1001,-0.559589262,-0.828770087
2013,8,6,218,27.16666667,90.66666667,4.016666667,1002.166667,-0.573772268,-0.819014887
2013,8,7,219,28.375,85.25,3.25,1001.875,-0.587785252,-0.809016994
2013,8,8,220,28.5,84,6.166666667,1000.5,-0.601624063,-0.798779373
2013,8,9,221,27.16666667,87.5,3.716666667,1001,-0.6152846,-0.788305056
2013,8,10,222,29.42857143,79.85714286,6.1,1000.333333,-0.628762815,-0.777597147
2013,8,11,223,30,76.83333333,6.8,1001.166667,-0.642054713,-0.766658819
2013,8,12,224,29.5,81.5,8.35,1001,-0.655156357,-0.755493314
2013,8,13,225,30.75,72,11.125,999.25,-0.668063864,-0.74410394
2013,8,14,226,29.66666667,74.33333333,9.866666667,999.8333333,-0.680773409,-0.732494072
2013,8,15,227,27.71428571,85,8.2,1001.714286,-0.693281227,-0.72066715
2013,8,16,228,26.6,92,4.46,1000.8,-0.70558361,-0.708626678
2013,8,17,229,27.42857143,91,14.28571429,999.4285714,-0.717676914,-0.696376226
2013,8,18,230,28.33333333,83.83333333,1.233333333,1000.166667,-0.729557554,-0.683919422
2013,8,19,231,28.16666667,84.66666667,5.55,1000.5,-0.741222011,-0.671259958
2013,8,20,232,27.375,88.5,5.325,999,-0.752666827,-0.658401585
2013,8,21,233,28.33333333,81.16666667,10.31428571,999.2857143,-0.763888613,-0.645348113
2013,8,22,234,29.16666667,74.83333333,6.483333333,1001.166667,-0.774884041,-0.632103411
2013,8,23,235,31.28571429,73.14285714,2.642857143,1001.428571,-0.785649855,-0.618671403
2013,8,24,236,32,71.25,18.525,1000.333333,-0.796182864,-0.60505607
2013,8,25,237,29,90.75,0.925,998.75,-0.806479946,-0.591261445
2013,8,26,238,32,69.875,6.475,997.8571429,-0.816538051,-0.577291617
2013,8,27,239,32.14285714,57.28571429,17.07142857,999.8571429,-0.826354199,-0.563150724
2013,8,28,240,30.14285714,60.71428571,11.64285714,1003.714286,-0.835925479,-0.548842958
2013,8,29,241,31.5,57,9.275,1003.25,-0.845249057,-0.534372558
2013,8,30,242,29.16666667,73,3.1,1003.5,-0.85432217,-0.519743812
2013,8,31,243,29,71.75,4.65,1003.25,-0.863142128,-0.504961055
2013,9,1,244,30,65.2,11.48,1003.2,-0.871706319,-0.490028667
2013,9,2,245,31.85714286,50.85714286,15.34285714,1003.714286,-0.880012204,-0.474951072
2013,9,3,246,32.75,45.5,14.8,1001.5,-0.888057323,-0.45973274
2013,9,4,247,31.71428571,48,14.54285714,1002.166667,-0.895839291,-0.444378178
2013,9,5,248,31.66666667,46,13.56666667,1001.5,-0.903355802,-0.428891938
2013,9,6,249,30.57142857,55.71428571,10.04285714,1003.428571,-0.91060463,-0.413278608
2013,9,7,250,30.83333333,51.83333333,6.783333333,1004.166667,-0.917583626,-0.397542814
2013,9,8,251,28,71.75,2.325,1007.25,-0.924290722,-0.38168922
2013,9,9,252,31,57.5,42.22,1007,-0.930723931,-0.365722524
2013,9,10,253,29.66666667,66.33333333,3.7,1005.333333,-0.936881346,-0.349647455
2013,9,11,254,30.85714286,61.14285714,3.971428571,1005.571429,-0.942761143,-0.333468779
2013,9,12,255,31.16666667,60.33333333,2.783333333,1008.166667,-0.94836158,-0.317191289
2013,9,13,256,31.14285714,67.14285714,3.171428571,1007.142857,-0.953680997,-0.300819808
2013,9,14,257,30.5,67,2.783333333,1003.833333,-0.958717817,-0.284359187
2013,9,15,258,31.625,56.375,3.9375,1001.375,-0.963470549,-0.267814305
2013,9,16,259,29.66666667,60,7.1,1002.333333,-0.967937783,-0.251190064
2013,9,17,260,29.25,56.5,3.475,1002.875,-0.972118197,-0.23449139
2013,9,18,261,29.14285714,58.57142857,5.557142857,1003.142857,-0.976010551,-0.217723231
2013,9,19,262,29.8,61.6,2.96,1001.8,-0.979613692,-0.200890555
2013,9,20,263,28.66666667,70,9.583333333,1003,-0.982926552,-0.183998352
2013,9,21,264,25.2,89,5.18,1003,-0.98594815,-0.167051626
2013,9,22,265,28.33333333,79.66666667,3.083333333,1001.666667,-0.98867759,-0.150055398
2013,9,23,266,30.28571429,68,4.5,1001,-0.991114064,-0.133014707
2013,9,24,267,30.75,65.75,5.7875,1002.75,-0.993256849,-0.1159346
2013,9,25,268,28.57142857,75,6.614285714,1005.428571,-0.995105311,-0.098820139
2013,9,26,269,28.2,78.8,4.08,1006.6,-0.996658902,-0.081676395
2013,9,27,270,29,71.25,7.4125,1005.625,-0.997917161,-0.06450845
2013,9,28,271,30,67.33333333,1.233333333,1005.333333,-0.998879716,-0.047321388
2013,9,29,272,28.14285714,79.85714286,5.557142857,1003.857143,-0.999546281,-0.030120305
2013,9,30,273,26.85714286,84.57142857,4.228571429,1004.714286,-0.999916659,-0.012910296
2013,10,1,274,28.28571429,68.71428571,6.371428571,1007.714286,-0.99999074,0.004303538
2013,10,2,275,29.2,61.4,7.42,1010,-0.999768502,0.021516097
2013,10,3,276,28.6,59,7.4,1008.6,-0.999250011,0.038722281
2013,10,4,277,24.83333333,84.33333333,6.783333333,1007.5,-0.998435421,0.05591699
2013,10,5,278,28.5,69,2.0875,1004.125,-0.997324973,0.07309513
2013,10,6,279,29.75,66.5,1.85,1005.25,-0.995918996,0.09025161
2013,10,7,280,29.71428571,66.57142857,1.585714286,1008.857143,-0.994217907,0.107381347
2013,10,8,281,29.2,69.4,0,1009.8,-0.992222209,0.124479264
2013,10,9,282,30.83333333,65.5,5.566666667,1010.333333,-0.989932495,0.141540295
2013,10,10,283,29.42857143,66.28571429,3.971428571,1010.857143,-0.987349442,0.158559385
2013,10,11,284,23.85714286,89.85714286,4.242857143,1010.571429,-0.984473817,0.17553149
2013,10,12,285,26.14285714,82.57142857,2.914285714,1008.285714,-0.98130647,0.192451582
2013,10,13,286,27.16666667,84.33333333,0.616666667,1007.666667,-0.977848342,0.209314646
2013,10,14,287,27.71428571,74.85714286,5.557142857,1007,-0.974100455,0.226115685
2013,10,15,288,25.85714286,76.42857143,3.7,1009.142857,-0.970063922,0.242849722
2013,10,16,289,26.42857143,75,0,1009,-0.965739938,0.259511797
2013,10,17,290,26.85714286,76.71428571,1.057142857,1010.428571,-0.961129784,0.276096973
2013,10,18,291,26.33333333,73.16666667,0,1010.5,-0.956234827,0.292600335
2013,10,19,292,24.57142857,69.57142857,2.114285714,1011.571429,-0.951056516,0.309016994
2013,10,20,293,24.33333333,67.83333333,1.55,1010.666667,-0.945596387,0.325342085
2013,10,21,294,24.875,63.625,1.3875,1009.875,-0.939856058,0.341570769
2013,10,22,295,27.8,53.6,0,1011,-0.933837229,0.357698239
2013,10,23,296,25,67.5,1.1625,1013.625,-0.927541684,0.373719715
2013,10,24,297,23.85714286,73.14285714,1.057142857,1013.285714,-0.920971288,0.389630449
2013,10,25,298,22.8,75.8,1.86,1011,-0.914127988,0.405425728
2013,10,26,299,23,78.2,0.74,1011.2,-0.907013813,0.421100871
2013,10,27,300,22.875,66.875,2.55,1010.625,-0.89963087,0.436651232
2013,10,28,301,22.66666667,63.16666667,4.933333333,1010,-0.891981347,0.452072204
2013,10,29,302,23,62.71428571,3.971428571,1011.142857,-0.88406751,0.467359217
2013,10,30,303,22.85714286,67.42857143,2.385714286,1012.857143,-0.875891705,0.482507742
2013,10,31,304,23.66666667,58.83333333,3.083333333,1012.833333,-0.867456355,0.497513289
2013,11,1,305,23.42857143,69.14285714,1.057142857,1013.285714,-0.858763958,0.512371412
2013,11,2,306,21.625,65,4.6375,1014.5,-0.849817092,0.527077709
2013,11,3,307,20.625,57.875,5.5625,1016,-0.840618406,0.541627821
2013,11,4,308,21.16666667,54.16666667,2.466666667,1017.5,-0.831170626,0.556017437
2013,11,5,309,18.83333333,74.33333333,0,1017.5,-0.821476553,0.570242293
2013,11,6,310,20.57142857,66.71428571,3.185714286,1015.857143,-0.811539059,0.584298174
2013,11,7,311,20.14285714,73.14285714,4.5,1015.666667,-0.801361088,0.598180914
2013,11,8,312,18,82.2,19.9125,1015.625,-0.790945657,0.611886401
2013,11,9,313,19.85714286,73.57142857,0.528571429,1016.714286,-0.780295851,0.625410573
2013,11,10,314,16.83333333,72,2.466666667,1016,-0.769414827,0.638749422
2013,11,11,315,18.85714286,61.85714286,5.814285714,1013.428571,-0.758305809,0.651898996
2013,11,12,316,16.57142857,71.71428571,0.8,1013.857143,-0.746972088,0.664855398
2013,11,13,317,17.75,65,3.0125,1014.25,-0.735417023,0.677614789
2013,11,14,318,17.625,63.375,3.475,1015.25,-0.723644038,0.690173388
2013,11,15,319,17,67,0.925,1016.5,-0.711656622,0.702527474
2013,11,16,320,16.625,69.625,0,1018,-0.699458327,0.714673386
2013,11,17,321,15.57142857,67.42857143,2.385714286,1017.714286,-0.687052767,0.726607525
2013,11,18,322,18.5,55.125,7.4125,1016.875,-0.674443619,0.738326354
2013,11,19,323,17.875,63.5,7.175,1015.5,-0.661634618,0.749826401
2013,11,20,324,18.25,58.875,2.55,1012.75,-0.648629561,0.761104259
2013,11,21,325,17.875,66.25,2.0875,1013.125,-0.635432301,0.772156584
2013,11,22,326,17.625,74.875,1.1625,1015.75,-0.622046749,0.782980104
2013,11,23,327,18.14285714,77.85714286,0.8,1014.571429,-0.60847687,0.793571609
2013,11,24,328,19.125,58.875,5.0875,1014.5,-0.594726687,0.803927962
2013,11,25,329,21.25,49.875,9.5,1012.875,-0.580800274,0.814046093
2013,11,26,330,21.25,51.375,9.75,1011.75,-0.566701756,0.823923006
2013,11,27,331,19.125,68.5,2.7875,1014.75,-0.552435313,0.833555772
2013,11,28,332,18.625,71.875,1.85,1017.75,-0.538005172,0.842941537
2013,11,29,333,17.75,66.625,4.8625,1016.875,-0.523415608,0.852077521
2013,11,30,334,17.875,69.625,11.8125,1015.875,-0.508670944,0.860961016
2013,12,1,335,18,65,1.585714286,1016.142857,-0.49377555,0.869589389
2013,12,2,336,17.25,73.25,1.85,1015.875,-0.47873384,0.877960085
2013,12,3,337,17.5,73.5,1.3875,1016.75,-0.463550271,0.886070621
